GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
0100000US,,United States,141481178,127152,4088020,34602,13754688,67364,19270440,88499,21666286,75451,20664329,72154,8883020,51949,19421842,74247,4090453,38632,5442004,44972,11472877,59835,8794076,53730,3933143,36422
