GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
0100000US,,United States,144808353,153476,4003538,34424,13680993,69077,19200944,71506,21891390,81407,20912292,75465,9404331,51787,19997947,79280,4384171,36554,5776097,41156,12061118,63514,9367057,55344,4128475,39427
