GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
0100000US,,United States,132854797,125639,4996796,38948,14609455,63517,19047772,76004,20435685,73007,19376402,79299,8011710,46708,17467252,57355,3645618,34366,4772605,41803,9941315,53734,7425177,44508,3125010,27333
